,displayname,domain,params,path,tagname
id_0,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_1,Google show_ads_impl.js,googlesyndication.com,,/pagead/js/r20160607/r20151006/show_ads_impl.js,Google
id_10,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_100,AOL ADTECH;cors=yes;cmd=bid;alias=72e5f0da4593f6;grp=344;misc=1465518880953,adtechus.com,cors=yes;cmd=bid;alias=72e5f0da4593f6;grp=344;misc=1465518880953,/pubapi/3.0/10064.1/3942661/0/0/ADTECH,AOL
id_101,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_102,AOL ADTECH;cors=yes;cmd=bid;alias=838fdcf85aded9;grp=344;misc=1465518880958,adtechus.com,cors=yes;cmd=bid;alias=838fdcf85aded9;grp=344;misc=1465518880958,/pubapi/3.0/10064.1/3942663/0/0/ADTECH,AOL
id_103,AOL ADTECH;cors=yes;cmd=bid;alias=93b7eee4ece529;grp=344;misc=1465518880963,adtechus.com,cors=yes;cmd=bid;alias=93b7eee4ece529;grp=344;misc=1465518880963,/pubapi/3.0/10064.1/3942665/0/0/ADTECH,AOL
id_104,AOL ADTECH;cors=yes;cmd=bid;alias=10c85295f763152;grp=344;misc=1465518880968,adtechus.com,cors=yes;cmd=bid;alias=10c85295f763152;grp=344;misc=1465518880968,/pubapi/3.0/10064.1/3942667/0/0/ADTECH,AOL
id_105,AOL ADTECH;cors=yes;cmd=bid;alias=114fd2dd4beacc3;grp=344;misc=1465518880973,adtechus.com,cors=yes;cmd=bid;alias=114fd2dd4beacc3;grp=344;misc=1465518880973,/pubapi/3.0/10064.1/3942669/0/0/ADTECH,AOL
id_106,AOL ADTECH;cors=yes;cmd=bid;alias=128447a27a31369;grp=344;misc=1465518880978,adtechus.com,cors=yes;cmd=bid;alias=128447a27a31369;grp=344;misc=1465518880978,/pubapi/3.0/10064.1/3942672/0/0/ADTECH,AOL
id_107,AOL ADTECH;cors=yes;cmd=bid;alias=13e22b51b9e820e;grp=344;misc=1465518880983,adtechus.com,cors=yes;cmd=bid;alias=13e22b51b9e820e;grp=344;misc=1465518880983,/pubapi/3.0/10064.1/3942674/0/0/ADTECH,AOL
id_108,AOL ADTECH;cors=yes;cmd=bid;alias=141c0f494fb884a;grp=344;misc=1465518880987,adtechus.com,cors=yes;cmd=bid;alias=141c0f494fb884a;grp=344;misc=1465518880987,/pubapi/3.0/10064.1/3942658/0/0/ADTECH,AOL
id_109,AOL ADTECH;cors=yes;cmd=bid;alias=155a003ebe5b3b2;grp=344;misc=1465518880994,adtechus.com,cors=yes;cmd=bid;alias=155a003ebe5b3b2;grp=344;misc=1465518880994,/pubapi/3.0/10064.1/3942676/0/0/ADTECH,AOL
id_11,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_110,AOL ADTECH;cors=yes;cmd=bid;alias=16a934aebfa196e;grp=344;misc=1465518880999,adtechus.com,cors=yes;cmd=bid;alias=16a934aebfa196e;grp=344;misc=1465518880999,/pubapi/3.0/10064.1/3942660/0/0/ADTECH,AOL
id_111,AOL ADTECH;cors=yes;cmd=bid;alias=17b2d8941dc16f5;grp=344;misc=1465518881005,adtechus.com,cors=yes;cmd=bid;alias=17b2d8941dc16f5;grp=344;misc=1465518881005,/pubapi/3.0/10064.1/3942662/0/0/ADTECH,AOL
id_112,AOL ADTECH;cors=yes;cmd=bid;alias=182de3b5c3ba47d;grp=344;misc=1465518881009,adtechus.com,cors=yes;cmd=bid;alias=182de3b5c3ba47d;grp=344;misc=1465518881009,/pubapi/3.0/10064.1/3942664/0/0/ADTECH,AOL
id_113,AOL ADTECH;cors=yes;cmd=bid;alias=194a3cbc3bb7059;grp=344;misc=1465518881014,adtechus.com,cors=yes;cmd=bid;alias=194a3cbc3bb7059;grp=344;misc=1465518881014,/pubapi/3.0/10064.1/3942666/0/0/ADTECH,AOL
id_114,AOL ADTECH;cors=yes;cmd=bid;alias=207fcd719006e5f;grp=344;misc=1465518881018,adtechus.com,cors=yes;cmd=bid;alias=207fcd719006e5f;grp=344;misc=1465518881018,/pubapi/3.0/10064.1/3942668/0/0/ADTECH,AOL
id_115,AOL ADTECH;cors=yes;cmd=bid;alias=21246fecbc64a63;grp=344;misc=1465518881023,adtechus.com,cors=yes;cmd=bid;alias=21246fecbc64a63;grp=344;misc=1465518881023,/pubapi/3.0/10064.1/3942670/0/0/ADTECH,AOL
id_116,AOL ADTECH;cors=yes;cmd=bid;alias=22d8a492026c0df;grp=344;misc=1465518881027,adtechus.com,cors=yes;cmd=bid;alias=22d8a492026c0df;grp=344;misc=1465518881027,/pubapi/3.0/10064.1/3942671/0/0/ADTECH,AOL
id_117,AOL ADTECH;cors=yes;cmd=bid;alias=23169fd7c95e027;grp=344;misc=1465518881032,adtechus.com,cors=yes;cmd=bid;alias=23169fd7c95e027;grp=344;misc=1465518881032,/pubapi/3.0/10064.1/3942673/0/0/ADTECH,AOL
id_118,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_119,Mezzobit Ls98zp,cloudfront.net,,/Ls98zp,Mezzobit
id_12,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_120,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_121,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_122,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_123,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_124,Mezzobit Qr5num,cloudfront.net,,/Qr5num,Mezzobit
id_125,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_126,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_127,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_128,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_129,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_13,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_130,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_131,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_132,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_133,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_134,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_135,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_136,OnScroll p.gif,onscroll.com,,/p.gif,OnScroll
id_137,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_138,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_139,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_14,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_140,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_141,Mezzobit M5jq67,cloudfront.net,,/M5jq67,Mezzobit
id_142,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_143,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_144,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_145,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_146,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_147,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_148,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_149,AOL ADTECH;cors=yes;cmd=bid;alias=409b0d98793851;grp=114;misc=1465518910529,adtechus.com,cors=yes;cmd=bid;alias=409b0d98793851;grp=114;misc=1465518910529,/pubapi/3.0/10064.1/3942657/0/0/ADTECH,AOL
id_15,OnScroll ms.os.js,onscroll.com,,/ms.os.js,OnScroll
id_150,AOL ADTECH;cors=yes;cmd=bid;alias=500f6e1848ffc2;grp=114;misc=1465518910538,adtechus.com,cors=yes;cmd=bid;alias=500f6e1848ffc2;grp=114;misc=1465518910538,/pubapi/3.0/10064.1/3942675/0/0/ADTECH,AOL
id_151,AOL ADTECH;cors=yes;cmd=bid;alias=62d8e2b38cbb2b;grp=114;misc=1465518910542,adtechus.com,cors=yes;cmd=bid;alias=62d8e2b38cbb2b;grp=114;misc=1465518910542,/pubapi/3.0/10064.1/3942659/0/0/ADTECH,AOL
id_152,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_153,AOL ADTECH;cors=yes;cmd=bid;alias=708342c9e880b3;grp=114;misc=1465518910547,adtechus.com,cors=yes;cmd=bid;alias=708342c9e880b3;grp=114;misc=1465518910547,/pubapi/3.0/10064.1/3942661/0/0/ADTECH,AOL
id_154,AOL ADTECH;cors=yes;cmd=bid;alias=8395b213bb4399;grp=114;misc=1465518910553,adtechus.com,cors=yes;cmd=bid;alias=8395b213bb4399;grp=114;misc=1465518910553,/pubapi/3.0/10064.1/3942663/0/0/ADTECH,AOL
id_155,AOL ADTECH;cors=yes;cmd=bid;alias=9802e4b8df8d2d;grp=114;misc=1465518910562,adtechus.com,cors=yes;cmd=bid;alias=9802e4b8df8d2d;grp=114;misc=1465518910562,/pubapi/3.0/10064.1/3942665/0/0/ADTECH,AOL
id_156,AOL ADTECH;cors=yes;cmd=bid;alias=10aa5a568ab9b65;grp=114;misc=1465518910567,adtechus.com,cors=yes;cmd=bid;alias=10aa5a568ab9b65;grp=114;misc=1465518910567,/pubapi/3.0/10064.1/3942667/0/0/ADTECH,AOL
id_157,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_158,AOL ADTECH;cors=yes;cmd=bid;alias=1173b7f1d2264de;grp=114;misc=1465518910573,adtechus.com,cors=yes;cmd=bid;alias=1173b7f1d2264de;grp=114;misc=1465518910573,/pubapi/3.0/10064.1/3942669/0/0/ADTECH,AOL
id_159,AOL ADTECH;cors=yes;cmd=bid;alias=120403cb9edc321;grp=114;misc=1465518910579,adtechus.com,cors=yes;cmd=bid;alias=120403cb9edc321;grp=114;misc=1465518910579,/pubapi/3.0/10064.1/3942672/0/0/ADTECH,AOL
id_16,OnScroll p.gif,onscroll.com,,/p.gif,OnScroll
id_160,AOL ADTECH;cors=yes;cmd=bid;alias=13a3465589d865f;grp=114;misc=1465518910587,adtechus.com,cors=yes;cmd=bid;alias=13a3465589d865f;grp=114;misc=1465518910587,/pubapi/3.0/10064.1/3942674/0/0/ADTECH,AOL
id_161,AOL ADTECH;cors=yes;cmd=bid;alias=148eeb322cf930d;grp=114;misc=1465518910592,adtechus.com,cors=yes;cmd=bid;alias=148eeb322cf930d;grp=114;misc=1465518910592,/pubapi/3.0/10064.1/3942658/0/0/ADTECH,AOL
id_162,AOL ADTECH;cors=yes;cmd=bid;alias=152dc31e948aa3a;grp=114;misc=1465518910608,adtechus.com,cors=yes;cmd=bid;alias=152dc31e948aa3a;grp=114;misc=1465518910608,/pubapi/3.0/10064.1/3942676/0/0/ADTECH,AOL
id_163,AOL ADTECH;cors=yes;cmd=bid;alias=164458df5bcf8ca;grp=114;misc=1465518910627,adtechus.com,cors=yes;cmd=bid;alias=164458df5bcf8ca;grp=114;misc=1465518910627,/pubapi/3.0/10064.1/3942660/0/0/ADTECH,AOL
id_164,AOL ADTECH;cors=yes;cmd=bid;alias=17c54584949247;grp=114;misc=1465518910632,adtechus.com,cors=yes;cmd=bid;alias=17c54584949247;grp=114;misc=1465518910632,/pubapi/3.0/10064.1/3942662/0/0/ADTECH,AOL
id_165,AOL ADTECH;cors=yes;cmd=bid;alias=18538b4326c6a47;grp=114;misc=1465518910639,adtechus.com,cors=yes;cmd=bid;alias=18538b4326c6a47;grp=114;misc=1465518910639,/pubapi/3.0/10064.1/3942664/0/0/ADTECH,AOL
id_166,AOL ADTECH;cors=yes;cmd=bid;alias=19a6451191e6279;grp=114;misc=1465518910645,adtechus.com,cors=yes;cmd=bid;alias=19a6451191e6279;grp=114;misc=1465518910645,/pubapi/3.0/10064.1/3942666/0/0/ADTECH,AOL
id_167,AOL ADTECH;cors=yes;cmd=bid;alias=2003a9750007b13;grp=114;misc=1465518910651,adtechus.com,cors=yes;cmd=bid;alias=2003a9750007b13;grp=114;misc=1465518910651,/pubapi/3.0/10064.1/3942668/0/0/ADTECH,AOL
id_168,AOL ADTECH;cors=yes;cmd=bid;alias=219bf780db38951;grp=114;misc=1465518910658,adtechus.com,cors=yes;cmd=bid;alias=219bf780db38951;grp=114;misc=1465518910658,/pubapi/3.0/10064.1/3942670/0/0/ADTECH,AOL
id_169,AOL ADTECH;cors=yes;cmd=bid;alias=221ca4dab606104;grp=114;misc=1465518910664,adtechus.com,cors=yes;cmd=bid;alias=221ca4dab606104;grp=114;misc=1465518910664,/pubapi/3.0/10064.1/3942671/0/0/ADTECH,AOL
id_17,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_170,AOL ADTECH;cors=yes;cmd=bid;alias=2314f8fb18836fa;grp=114;misc=1465518910670,adtechus.com,cors=yes;cmd=bid;alias=2314f8fb18836fa;grp=114;misc=1465518910670,/pubapi/3.0/10064.1/3942673/0/0/ADTECH,AOL
id_171,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_172,Mezzobit Dtuqnj,cloudfront.net,,/Dtuqnj,Mezzobit
id_173,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_174,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_175,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_176,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_177,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_178,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_179,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_18,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_180,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_181,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_182,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_183,AOL ADTECH;cors=yes;cmd=bid;alias=4216c5aec77ec2;grp=489;misc=1465518939324,adtechus.com,cors=yes;cmd=bid;alias=4216c5aec77ec2;grp=489;misc=1465518939324,/pubapi/3.0/10064.1/3942638/0/0/ADTECH,AOL
id_184,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_185,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_186,AOL ADTECH;cors=yes;cmd=bid;alias=58e437e286ec1b;grp=489;misc=1465518939326,adtechus.com,cors=yes;cmd=bid;alias=58e437e286ec1b;grp=489;misc=1465518939326,/pubapi/3.0/10064.1/3942655/0/0/ADTECH,AOL
id_187,AppNexus vevent,adnxs.com,,/vevent,AppNexus
id_188,AOL ADTECH;cors=yes;cmd=bid;alias=6b0a90b73e3c32;grp=489;misc=1465518939328,adtechus.com,cors=yes;cmd=bid;alias=6b0a90b73e3c32;grp=489;misc=1465518939328,/pubapi/3.0/10064.1/3942640/0/0/ADTECH,AOL
id_189,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_19,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_190,AOL ADTECH;cors=yes;cmd=bid;alias=7c79240af260e8;grp=489;misc=1465518939329,adtechus.com,cors=yes;cmd=bid;alias=7c79240af260e8;grp=489;misc=1465518939329,/pubapi/3.0/10064.1/3942642/0/0/ADTECH,AOL
id_191,AOL ADTECH;cors=yes;cmd=bid;alias=8998822cf9e63c;grp=489;misc=1465518939331,adtechus.com,cors=yes;cmd=bid;alias=8998822cf9e63c;grp=489;misc=1465518939331,/pubapi/3.0/10064.1/3942644/0/0/ADTECH,AOL
id_192,AOL ADTECH;cors=yes;cmd=bid;alias=9dfe511f0bfb6b;grp=489;misc=1465518939333,adtechus.com,cors=yes;cmd=bid;alias=9dfe511f0bfb6b;grp=489;misc=1465518939333,/pubapi/3.0/10064.1/3942646/0/0/ADTECH,AOL
id_193,AOL ADTECH;cors=yes;cmd=bid;alias=10d18a12e9b9ab9;grp=489;misc=1465518939334,adtechus.com,cors=yes;cmd=bid;alias=10d18a12e9b9ab9;grp=489;misc=1465518939334,/pubapi/3.0/10064.1/3942647/0/0/ADTECH,AOL
id_194,AOL ADTECH;cors=yes;cmd=bid;alias=11f43493b6aad2d;grp=489;misc=1465518939336,adtechus.com,cors=yes;cmd=bid;alias=11f43493b6aad2d;grp=489;misc=1465518939336,/pubapi/3.0/10064.1/3942650/0/0/ADTECH,AOL
id_195,AOL ADTECH;cors=yes;cmd=bid;alias=12d3d78ca982905;grp=489;misc=1465518939337,adtechus.com,cors=yes;cmd=bid;alias=12d3d78ca982905;grp=489;misc=1465518939337,/pubapi/3.0/10064.1/3942652/0/0/ADTECH,AOL
id_196,AOL ADTECH;cors=yes;cmd=bid;alias=13e96cabdaab65b;grp=489;misc=1465518939339,adtechus.com,cors=yes;cmd=bid;alias=13e96cabdaab65b;grp=489;misc=1465518939339,/pubapi/3.0/10064.1/3942654/0/0/ADTECH,AOL
id_197,AOL ADTECH;cors=yes;cmd=bid;alias=14662152a43347a;grp=489;misc=1465518939341,adtechus.com,cors=yes;cmd=bid;alias=14662152a43347a;grp=489;misc=1465518939341,/pubapi/3.0/10064.1/3942637/0/0/ADTECH,AOL
id_198,AOL ADTECH;cors=yes;cmd=bid;alias=15e4a1c4b3d3da3;grp=489;misc=1465518939345,adtechus.com,cors=yes;cmd=bid;alias=15e4a1c4b3d3da3;grp=489;misc=1465518939345,/pubapi/3.0/10064.1/3942656/0/0/ADTECH,AOL
id_199,AOL ADTECH;cors=yes;cmd=bid;alias=165f4e87bdc16f2;grp=489;misc=1465518939347,adtechus.com,cors=yes;cmd=bid;alias=165f4e87bdc16f2;grp=489;misc=1465518939347,/pubapi/3.0/10064.1/3942639/0/0/ADTECH,AOL
id_2,OnScroll onscroll.ms.js,onscroll.com,,/onscroll.ms.js,OnScroll
id_20,Pubmatic gshowad.js,pubmatic.com,,/AdServer/js/gshowad.js,Pubmatic
id_200,AOL ADTECH;cors=yes;cmd=bid;alias=17a0a87c3836f41;grp=489;misc=1465518939350,adtechus.com,cors=yes;cmd=bid;alias=17a0a87c3836f41;grp=489;misc=1465518939350,/pubapi/3.0/10064.1/3942641/0/0/ADTECH,AOL
id_201,AOL ADTECH;cors=yes;cmd=bid;alias=1805646877fc734;grp=489;misc=1465518939352,adtechus.com,cors=yes;cmd=bid;alias=1805646877fc734;grp=489;misc=1465518939352,/pubapi/3.0/10064.1/3942643/0/0/ADTECH,AOL
id_202,AOL ADTECH;cors=yes;cmd=bid;alias=19a9177d659a65a;grp=489;misc=1465518939354,adtechus.com,cors=yes;cmd=bid;alias=19a9177d659a65a;grp=489;misc=1465518939354,/pubapi/3.0/10064.1/3942645/0/0/ADTECH,AOL
id_203,AOL ADTECH;cors=yes;cmd=bid;alias=20f24cc0509b5e1;grp=489;misc=1465518939356,adtechus.com,cors=yes;cmd=bid;alias=20f24cc0509b5e1;grp=489;misc=1465518939356,/pubapi/3.0/10064.1/3942648/0/0/ADTECH,AOL
id_204,AOL ADTECH;cors=yes;cmd=bid;alias=213d23dde7358a1;grp=489;misc=1465518939358,adtechus.com,cors=yes;cmd=bid;alias=213d23dde7358a1;grp=489;misc=1465518939358,/pubapi/3.0/10064.1/3942649/0/0/ADTECH,AOL
id_205,AOL ADTECH;cors=yes;cmd=bid;alias=22d0aa8f155ab81;grp=489;misc=1465518939359,adtechus.com,cors=yes;cmd=bid;alias=22d0aa8f155ab81;grp=489;misc=1465518939359,/pubapi/3.0/10064.1/3942651/0/0/ADTECH,AOL
id_206,AOL ADTECH;cors=yes;cmd=bid;alias=238bd4640ed5319;grp=489;misc=1465518939360,adtechus.com,cors=yes;cmd=bid;alias=238bd4640ed5319;grp=489;misc=1465518939360,/pubapi/3.0/10064.1/3942653/0/0/ADTECH,AOL
id_207,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_208,Mezzobit Yktxw7,cloudfront.net,,/Yktxw7,Mezzobit
id_209,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_21,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_210,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_211,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_212,Content.ad TrackOutboundClick.aspx,content.ad,,/Lib/TrackOutboundClick.aspx,Content.ad
id_213,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_214,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_215,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_216,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_217,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_218,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_219,AOL ADTECH;cors=yes;cmd=bid;alias=40143260face71;grp=66;misc=1465518930376,adtechus.com,cors=yes;cmd=bid;alias=40143260face71;grp=66;misc=1465518930376,/pubapi/3.0/10064.1/3942657/0/0/ADTECH,AOL
id_22,Pubmatic showad.js,pubmatic.com,,/AdServer/js/showad.js,Pubmatic
id_220,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_221,AOL ADTECH;cors=yes;cmd=bid;alias=5161aa739b0f61;grp=66;misc=1465518930384,adtechus.com,cors=yes;cmd=bid;alias=5161aa739b0f61;grp=66;misc=1465518930384,/pubapi/3.0/10064.1/3942675/0/0/ADTECH,AOL
id_222,AOL ADTECH;cors=yes;cmd=bid;alias=6bc7553f8c9b62;grp=66;misc=1465518930390,adtechus.com,cors=yes;cmd=bid;alias=6bc7553f8c9b62;grp=66;misc=1465518930390,/pubapi/3.0/10064.1/3942659/0/0/ADTECH,AOL
id_223,AOL ADTECH;cors=yes;cmd=bid;alias=78610746e42634;grp=66;misc=1465518930395,adtechus.com,cors=yes;cmd=bid;alias=78610746e42634;grp=66;misc=1465518930395,/pubapi/3.0/10064.1/3942661/0/0/ADTECH,AOL
id_224,AOL ADTECH;cors=yes;cmd=bid;alias=8c9742fcd125ac;grp=66;misc=1465518930400,adtechus.com,cors=yes;cmd=bid;alias=8c9742fcd125ac;grp=66;misc=1465518930400,/pubapi/3.0/10064.1/3942663/0/0/ADTECH,AOL
id_225,AOL ADTECH;cors=yes;cmd=bid;alias=97aa9d4aa3dd3f;grp=66;misc=1465518930405,adtechus.com,cors=yes;cmd=bid;alias=97aa9d4aa3dd3f;grp=66;misc=1465518930405,/pubapi/3.0/10064.1/3942665/0/0/ADTECH,AOL
id_226,AOL ADTECH;cors=yes;cmd=bid;alias=10cb054bef6c97c;grp=66;misc=1465518930410,adtechus.com,cors=yes;cmd=bid;alias=10cb054bef6c97c;grp=66;misc=1465518930410,/pubapi/3.0/10064.1/3942667/0/0/ADTECH,AOL
